SpatialDim,ParentLocation,TimeDim,PM25_mean,PM25_lower_CI,PM25_upper_CI
DNK,Europe,2010,12.26529,11.20607,13.48441
PAK,Eastern Mediterranean,2019,50.13067,41.09837,59.96148
WSM,Western Pacific,2017,7.67308,2.77998,16.72639
ESP,Europe,2014,10.30841,10.11718,10.52145
TUN,Eastern Mediterranean,2011,25.54363,17.38791,35.86599
SYC,Africa,2014,16.23041,11.43934,22.24957
LMI_EUR,,2015,20.53672,18.51706,23.20489
HUN,Europe,2016,16.18065,15.32213,17.13385
BFA,Africa,2010,41.29936,16.22436,92.76271
ERI,Africa,2019,22.74486,9.18951,50.66225
TON,Western Pacific,2012,7.1031,4.19718,13.16075
MYS,Western Pacific,2017,20.3758,18.69108,22.39125
CUB,Americas,2019,13.31979,9.728,19.28258
AGO,Africa,2016,26.0812,6.00523,80.35371
TKM,Europe,2015,31.44058,19.35924,43.67909
AUS,Western Pacific,2016,6.6731,6.37029,7.02443
BRN,Western Pacific,2011,8.41756,7.0391,10.27199
KAZ,Europe,2018,28.46401,20.99121,37.13158
FSM,Western Pacific,2013,7.64291,3.63368,16.56216
GUY,Americas,2015,11.72288,6.51351,18.18668
GNQ,Africa,2011,24.93395,6.06315,68.33601
PAK,Eastern Mediterranean,2011,55.33722,45.47388,67.04151
THA,South-East Asia,2015,24.10254,22.07477,26.33574
GMB,Africa,2016,38.93244,20.73612,65.14376
GIN,Africa,2015,39.19347,22.64674,75.91267
SLE,Africa,2010,36.32017,17.28863,67.58161
LKA,South-East Asia,2014,22.65567,16.57094,30.46903
MKD,Europe,2014,30.38281,28.57855,33.0388
MLT,Europe,2012,14.39201,13.24038,15.90748
AFG,Eastern Mediterranean,2017,61.77561,44.80775,85.24496
KWT,Eastern Mediterranean,2017,65.62618,56.90676,74.53741
VEN,Americas,2017,18.70915,13.7075,25.60608
MNG,Western Pacific,2017,45.49607,32.90698,58.99878
FIN,Europe,2013,6.19898,5.83999,6.56606
GBR,Europe,2012,12.13746,11.73151,12.56071
NGA,Africa,2011,53.70578,36.42047,73.87517
MWI,Africa,2011,18.84669,6.24685,38.94072
BGR,Europe,2016,19.62786,18.73674,20.6808
LMI_AFR,,2012,32.35935,25.47033,42.04375
HTI,Americas,2015,10.14026,5.83282,17.68992
LBY,Eastern Mediterranean,2019,29.83557,14.81975,51.18139
MNE,Europe,2010,26.08957,23.24792,29.9681
AMR,,2013,14.60512,13.96276,15.3076
ATG,Americas,2013,8.05258,5.51049,11.45561
HTI,Americas,2012,9.60844,5.54904,17.15041
GIN,Africa,2011,36.8619,21.61542,70.38929
MDG,Africa,2018,16.14007,11.11297,24.07663
LVA,Europe,2016,12.14769,10.92497,13.71174
GBR,Europe,2017,10.09013,9.70269,10.44954
HND,Americas,2013,24.52253,17.53294,32.89173
ESP,Europe,2017,10.20704,9.98955,10.44456
MMR,South-East Asia,2018,26.0426,22.40217,30.52263
SLE,Africa,2017,40.24941,17.9519,77.68396
BLR,Europe,2015,16.49174,14.11062,18.84106
ALB,Europe,2010,21.9487,19.82468,24.69097
CIV,Africa,2012,41.18663,22.77628,70.50396
MDA,Europe,2011,15.67313,11.6594,20.63916
MHL,Western Pacific,2010,7.2692,2.93437,15.63808
AND,Europe,2014,9.34741,8.22862,11.0447
HUN,Europe,2015,17.16101,16.20936,18.11837
COK,Western Pacific,2019,7.80121,3.25406,16.8475
PSE,Eastern Mediterranean,2013,29.84821,21.25133,40.46237
SMR,Europe,2010,13.01652,10.83061,15.29969
TCD,Africa,2019,41.15263,22.52242,69.383
SVN,Europe,2019,14.07638,13.35639,14.89909
FSM,Western Pacific,2016,7.73425,3.81282,16.12556
PHL,Western Pacific,2012,23.35276,19.89016,26.80554
MNE,Europe,2012,26.83415,23.53622,31.21394
QAT,Eastern Mediterranean,2017,63.11193,48.57697,75.64453
BEN,Africa,2014,31.14171,20.38918,47.15877
LMI_SEAR,,2014,47.99703,46.10054,50.07872
GRD,Americas,2010,9.39634,6.33403,12.24894
VCT,Americas,2011,8.74973,5.39965,12.04939
FRA,Europe,2017,11.2922,11.07608,11.53546
EGY,Eastern Mediterranean,2018,62.19745,39.95588,90.85945
MCO,Europe,2018,9.87806,8.8163,10.96165
TCD,Africa,2013,40.62418,22.15586,68.33155
MYS,Western Pacific,2016,22.88744,21.03182,24.96753
AMR,,2019,12.13756,11.567,12.79998
MNE,Europe,2015,22.49954,20.12484,25.96624
HI_EUR,,2014,13.47175,13.35256,13.59155
THA,South-East Asia,2017,23.54318,21.44992,25.89223
POL,Europe,2016,21.34448,20.81073,21.81403
LBR,Africa,2011,33.43698,17.31388,58.85285
ROU,Europe,2014,15.96018,15.41786,16.52268
YEM,Eastern Mediterranean,2012,42.48632,14.59384,87.91694
MDG,Africa,2015,16.41895,11.04596,24.61599
LMI_EMR,,2017,42.76993,37.16126,48.94179
SGP,Western Pacific,2011,16.53947,13.08313,21.93477
SEAR,,2010,47.65426,43.69906,51.51935
LMI_AFR,,2013,31.51493,24.64639,40.81961
GMB,Africa,2017,40.49778,20.98077,68.76826
GEO,Europe,2018,20.65794,16.27588,26.58732
SDN,Eastern Mediterranean,2013,21.93584,11.1145,40.2524
BTN,South-East Asia,2017,26.49072,23.65901,29.0375
MDG,Africa,2017,15.8643,11.09096,23.57094
MDV,South-East Asia,2018,12.46575,10.25252,15.69713
ATG,Americas,2019,8.29693,5.71614,11.53945
JPN,Western Pacific,2015,12.75262,11.87827,13.53583
QAT,Eastern Mediterranean,2011,63.84025,48.84191,76.71757
BWA,Africa,2018,12.94709,9.31037,19.07371
JOR,Eastern Mediterranean,2015,25.3359,22.27135,28.56629
SLV,Americas,2016,26.44211,16.98043,37.82924
NZL,Western Pacific,2014,7.19456,6.85401,7.60257
URY,Americas,2014,9.51708,7.32775,11.99796
POL,Europe,2019,18.82808,18.40421,19.19695
MDG,Africa,2012,16.17388,10.96274,24.23619
TUV,Western Pacific,2015,6.94864,2.7917,12.70115
MLI,Africa,2015,40.77241,15.25752,93.67715
SUR,Americas,2010,11.35987,5.97589,18.55823
EGY,Eastern Mediterranean,2019,63.15743,40.38329,92.33056
PRT,Europe,2011,10.67923,10.26914,11.06746
USA,Americas,2011,9.36109,9.23537,9.48815
LTU,Europe,2014,12.91686,11.87872,14.31326
VNM,Western Pacific,2014,20.07941,16.05826,23.8354
TUN,Eastern Mediterranean,2019,26.52402,17.91837,37.36895
DJI,Eastern Mediterranean,2010,20.58046,7.72472,43.47329
SAU,Eastern Mediterranean,2012,58.60077,41.55355,77.34657
ISL,Europe,2019,5.78865,5.10588,6.45684
VNM,Western Pacific,2018,20.09202,16.58393,23.38909
PHL,Western Pacific,2011,22.13145,18.15793,26.56163
GRC,Europe,2019,14.62251,13.51385,15.76047
MAR,Eastern Mediterranean,2011,13.27892,10.89331,16.44671
BOL,Americas,2017,24.17303,16.59295,32.27301
BGR,Europe,2018,20.39639,19.36919,21.42289
DNK,Europe,2016,9.77846,8.91201,10.75372
LVA,Europe,2017,11.45575,10.34359,13.20573
EGY,Eastern Mediterranean,2010,60.83491,39.24549,88.936
OMN,Eastern Mediterranean,2013,36.20723,22.68209,59.88937
BEN,Africa,2012,31.84715,20.42336,48.03344
CUB,Americas,2014,13.71356,9.87554,18.22297
WSM,Western Pacific,2019,7.77989,2.66502,17.69455
PAN,Americas,2017,13.38493,9.68015,17.04775
419,,2019,14.9579,14.04134,15.9998
TUR,Europe,2014,22.85719,21.52234,24.06537
RUS,Europe,2012,10.22086,8.3109,12.29654
ARG,Americas,2018,12.60073,9.09922,16.67906
ZMB,Africa,2013,17.2438,7.68308,32.52307
BHR,Eastern Mediterranean,2017,54.71749,48.3215,60.97829
